Value,Disaggregation combinations using this value,Number of indicators
México-Ecatepec de Morelos,1,1
México-Ecatzingo,1,1
México-El Oro,1,1
México-Huehuetoca,1,1
México-Hueypoxtla,1,1
México-Huixquilucan,1,1
México-Isidro Fabela,1,1
México-Ixtapaluca,1,1
México-Ixtapan de la Sal,1,1
México-Ixtapan del Oro,1,1
México-Ixtlahuaca,1,1
México-Jaltenco,1,1
México-Jilotepec,1,1
México-Jilotzingo,1,1
México-Jiquipilco,1,1
México-Jocotitlán,1,1
México-Joquicingo,1,1
México-Juchitepec,1,1
México-La Paz,1,1
México-Lerma,1,1
México-Luvianos,1,1
México-Malinalco,1,1
México-Melchor Ocampo,1,1
México-Metepec,1,1
México-Mexicaltzingo,1,1
México-Morelos,1,1
México-Naucalpan de Juárez,1,1
México-Nextlalpan,1,1
México-Nezahualcóyotl,1,1
México-Nicolás Romero,1,1
México-Nopaltepec,1,1
México-Ocoyoacac,1,1
México-Ocuilan,1,1
México-Otumba,1,1
México-Otzoloapan,1,1
México-Otzolotepec,1,1
México-Ozumba,1,1
México-Papalotla,1,1
México-Polotitlán,1,1
México-Rayón,1,1
México-San Antonio la Isla,1,1
México-San Felipe del Progreso,1,1
México-San José del Rincón,1,1
México-San Martín de las Pirámides,1,1
México-San Mateo Atenco,1,1
México-San Simón de Guerrero,1,1
México-Santo Tomás,1,1
México-Soyaniquilpan de Juárez,1,1
México-Sultepec,1,1
México-Tecámac,1,1
México-Tejupilco,1,1
México-Temamatla,1,1
México-Temascalapa,1,1
México-Temascalcingo,1,1
México-Temascaltepec,1,1
México-Temoaya,1,1
México-Tenancingo,1,1
México-Tenango del Aire,1,1
México-Tenango del Valle,1,1
México-Teoloyucan,1,1
México-Teotihuacán,1,1
México-Tepetlaoxtoc,1,1
México-Tepetlixpa,1,1
México-Tepotzotlán,1,1
México-Tequixquiac,1,1
México-Texcaltitlán,1,1
México-Texcalyacac,1,1
México-Texcoco,1,1
México-Tezoyuca,1,1
México-Tianguistenco,1,1
México-Timilpan,1,1
México-Tlalmanalco,1,1
México-Tlalnepantla de Baz,1,1
México-Tlatlaya,1,1
México-Toluca,1,1
México-Tonanitla,1,1
México-Tonatico,1,1
México-Tultepec,1,1
México-Tultitlán,1,1
México-Valle de Bravo,1,1
México-Valle de Chalco Solidaridad,1,1
México-Villa de Allende,1,1
México-Villa del Carbón,1,1
México-Villa Guerrero,1,1
México-Villa Victoria,1,1
México-Xalatlaco,1,1
México-Xonacatlán,1,1
México-Zacazonapan,1,1
México-Zacualpan,1,1
México-Zinacantepec,1,1
México-Zumpahuacán,1,1
México-Zumpango,1,1
México,2,2
Múgica,1,1
Múzquiz,1,1
Nacajuca,1,1
Naco,1,1
Nacozari de García,1,1
Nadadores,1,1
Nahuatzen,1,1
Namiquipa,1,1
Nanacamilpa de Mariano Arista,1,1
Nanchital de Lázaro Cárdenas del Río,1,1
Naolinco,1,1
Naranjal,1,1
Naranjos Amatlán,1,1
Natividad,1,1
Natívitas,1,1
Naucalpan de Juárez,1,1
Naupan,1,1
Nautla,1,1
Nauzontla,1,1
Nava,1,1
Navojoa,1,1
Navolato,1,1
Nayarit-Acaponeta,1,1
Nayarit-Ahuacatlán,1,1
Nayarit-Amatlán de Cañas,1,1
Nayarit-Bahía de Banderas,1,1
Nayarit-Compostela,1,1
Nayarit-Del Nayar,1,1
Nayarit-Huajicori,1,1
Nayarit-Ixtlán del Río,1,1
Nayarit-Jala,1,1
Nayarit-La Yesca,1,1
Nayarit-Rosamorada,1,1
Nayarit-Ruíz,1,1
Nayarit-San Blas,1,1
Nayarit-San Pedro Lagunillas,1,1
Nayarit-Santa María del Oro,1,1
Nayarit-Santiago Ixcuintla,1,1
Nayarit-Tecuala,1,1
Nayarit-Tepic,1,1
Nayarit-Tuxpan,1,1
Nayarit-Xalisco,1,1
Nayarit,2,2
Nazareno Etla,1,1
Nazas,1,1
Nealtican,1,1
Nejapa de Madero,1,1
Nextlalpan,1,1
Nezahualcóyotl,1,1
Nicolás Bravo,1,1
Nicolás Flores,1,1
Nicolás Romero,1,1
Nicolás Ruíz,1,1
Nochistlán de Mejía,1,1
Nocupétaro,1,1
Nogales,2,1
Nombre de Dios,1,1
Nonoava,1,1
Nopala de Villagrán,1,1
Nopaltepec,1,1
Nopalucan,1,1
Noria de Ángeles,1,1
Nuevo Casas Grandes,1,1
Nuevo Ideal,1,1
Nuevo Laredo,1,1
Nuevo León-Abasolo,1,1
Nuevo León-Agualeguas,1,1
Nuevo León-Allende,1,1
Nuevo León-Anáhuac,1,1
Nuevo León-Apodaca,1,1
Nuevo León-Aramberri,1,1
Nuevo León-Bustamante,1,1
Nuevo León-Cadereyta Jiménez,1,1
Nuevo León-Cerralvo,1,1
Nuevo León-China,1,1
Nuevo León-Ciénega de Flores,1,1
Nuevo León-Doctor Arroyo,1,1
Nuevo León-Doctor Coss,1,1
Nuevo León-Doctor González,1,1
Nuevo León-El Carmen,1,1
Nuevo León-Galeana,1,1
Nuevo León-García,1,1
Nuevo León-General Bravo,1,1
Nuevo León-General Escobedo,1,1
Nuevo León-General Terán,1,1
Nuevo León-General Treviño,1,1
Nuevo León-General Zaragoza,1,1
Nuevo León-General Zuazua,1,1
Nuevo León-Guadalupe,1,1
Nuevo León-Hidalgo,1,1
Nuevo León-Higueras,1,1
Nuevo León-Hualahuises,1,1
Nuevo León-Iturbide,1,1
Nuevo León-Juárez,1,1
Nuevo León-Lampazos de Naranjo,1,1
Nuevo León-Linares,1,1
Nuevo León-Los Aldamas,1,1
Nuevo León-Los Herreras,1,1
Nuevo León-Los Ramones,1,1
Nuevo León-Marín,1,1
Nuevo León-Melchor Ocampo,1,1
Nuevo León-Mier y Noriega,1,1
Nuevo León-Mina,1,1
Nuevo León-Montemorelos,1,1
Nuevo León-Monterrey,1,1
Nuevo León-Parás,1,1
Nuevo León-Pesquería,1,1
Nuevo León-Rayones,1,1
Nuevo León-Sabinas Hidalgo,1,1
Nuevo León-Salinas Victoria,1,1
Nuevo León-San Nicolás de los Garza,1,1
Nuevo León-San Pedro Garza García,1,1
Nuevo León-Santa Catarina,1,1
Nuevo León-Santiago,1,1
Nuevo León-Vallecillo,1,1
Nuevo León-Villaldama,1,1
Nuevo León,2,2
Nuevo Morelos,1,1
Nuevo Parangaricutiro,1,1
Nuevo Urecho,1,1
Nuevo Zoquiápam,1,1
Numarán,1,1
Nácori Chico,1,1
Oaxaca-Abejones,1,1
Oaxaca-Acatlán de Pérez Figueroa,1,1
Oaxaca-Asunción Cacalotepec,1,1
Oaxaca-Asunción Cuyotepeji,1,1
Oaxaca-Asunción Ixtaltepec,1,1
Oaxaca-Asunción Nochixtlán,1,1
Oaxaca-Asunción Ocotlán,1,1
Oaxaca-Asunción Tlacolulita,1,1
Oaxaca-Ayoquezco de Aldama,1,1
Oaxaca-Ayotzintepec,1,1
Oaxaca-Calihualá,1,1
Oaxaca-Candelaria Loxicha,1,1
Oaxaca-Capulálpam de Méndez,1,1
Oaxaca-Chahuites,1,1
Oaxaca-Chalcatongo de Hidalgo,1,1
Oaxaca-Chiquihuitlán de Benito Juárez,1,1
Oaxaca-Ciudad Ixtepec,1,1
Oaxaca-Ciénega de Zimatlán,1,1
Oaxaca-Coatecas Altas,1,1
Oaxaca-Coicoyán de las Flores,1,1
Oaxaca-Concepción Buenavista,1,1
Oaxaca-Concepción Pápalo,1,1
Oaxaca-Constancia del Rosario,1,1
Oaxaca-Cosolapa,1,1
Oaxaca-Cosoltepec,1,1
Oaxaca-Cuilápam de Guerrero,1,1
Oaxaca-Cuyamecalco Villa de Zaragoza,1,1
Oaxaca de Juárez,1,1
Oaxaca-El Barrio de la Soledad,1,1
Oaxaca-El Espinal,1,1
Oaxaca-Eloxochitlán de Flores Magón,1,1
Oaxaca-Fresnillo de Trujano,1,1
Oaxaca-Guadalupe de Ramírez,1,1
Oaxaca-Guadalupe Etla,1,1
Oaxaca-Guelatao de Juárez,1,1
Oaxaca-Guevea de Humboldt,1,1
Oaxaca-Heroica Ciudad de Ejutla de Crespo,1,1
Oaxaca-Heroica Ciudad de Huajuapan de León,1,1
Oaxaca-Heroica Ciudad de Juchitán de Zaragoza,1,1
Oaxaca-Heroica Ciudad de Tlaxiaco,1,1
Oaxaca-Heroica Villa Tezoatlán de Segura y Luna Cuna de la Independencia de Oaxaca,1,1
Oaxaca-Huautepec,1,1
Oaxaca-Huautla de Jiménez,1,1
Oaxaca-Ixpantepec Nieves,1,1
Oaxaca-Ixtlán de Juárez,1,1
Oaxaca-La Compañía,1,1
Oaxaca-La Pe,1,1
Oaxaca-La Reforma,1,1
Oaxaca-La Trinidad Vista Hermosa,1,1
Oaxaca-Loma Bonita,1,1
Oaxaca-Magdalena Apasco,1,1
Oaxaca-Magdalena Jaltepec,1,1
Oaxaca-Magdalena Mixtepec,1,1
Oaxaca-Magdalena Ocotlán,1,1
Oaxaca-Magdalena Peñasco,1,1
Oaxaca-Magdalena Teitipac,1,1
Oaxaca-Magdalena Tequisistlán,1,1
Oaxaca-Magdalena Tlacotepec,1,1
Oaxaca-Magdalena Yodocono de Porfirio Díaz,1,1
Oaxaca-Magdalena Zahuatlán,1,1
Oaxaca-Mariscala de Juárez,1,1
Oaxaca-Matías Romero Avendaño,1,1
Oaxaca-Mazatlán Villa de Flores,1,1
Oaxaca-Mesones Hidalgo,1,1
Oaxaca-Miahuatlán de Porfirio Díaz,1,1
Oaxaca-Mixistlán de la Reforma,1,1
Oaxaca-Monjas,1,1
Oaxaca-Mártires de Tacubaya,1,1
Oaxaca-Natividad,1,1
Oaxaca-Nazareno Etla,1,1
Oaxaca-Nejapa de Madero,1,1
Oaxaca-Nuevo Zoquiápam,1,1
Oaxaca-Oaxaca de Juárez,1,1
Oaxaca-Ocotlán de Morelos,1,1
Oaxaca-Pinotepa de Don Luis,1,1
Oaxaca-Pluma Hidalgo,1,1
Oaxaca-Putla Villa de Guerrero,1,1
Oaxaca-Reforma de Pineda,1,1
Oaxaca-Reyes Etla,1,1
Oaxaca-Rojas de Cuauhtémoc,1,1
Oaxaca-Salina Cruz,1,1
Oaxaca-San Agustín Amatengo,1,1
Oaxaca-San Agustín Atenango,1,1
Oaxaca-San Agustín Chayuco,1,1
Oaxaca-San Agustín de las Juntas,1,1
Oaxaca-San Agustín Etla,1,1
Oaxaca-San Agustín Loxicha,1,1
Oaxaca-San Agustín Tlacotepec,1,1
Oaxaca-San Agustín Yatareni,1,1
Oaxaca-San Andrés Cabecera Nueva,1,1
Oaxaca-San Andrés Dinicuiti,1,1
Oaxaca-San Andrés Huaxpaltepec,1,1
Oaxaca-San Andrés Huayápam,1,1
Oaxaca-San Andrés Ixtlahuaca,1,1
Oaxaca-San Andrés Lagunas,1,1
Oaxaca-San Andrés Nuxiño,1,1
Oaxaca-San Andrés Paxtlán,1,1
Oaxaca-San Andrés Sinaxtla,1,1
Oaxaca-San Andrés Solaga,1,1
Oaxaca-San Andrés Teotilálpam,1,1
Oaxaca-San Andrés Tepetlapa,1,1
Oaxaca-San Andrés Yaá,1,1
Oaxaca-San Andrés Zabache,1,1
Oaxaca-San Andrés Zautla,1,1
Oaxaca-San Antonino Castillo Velasco,1,1
Oaxaca-San Antonino el Alto,1,1
Oaxaca-San Antonino Monte Verde,1,1
Oaxaca-San Antonio Acutla,1,1
Oaxaca-San Antonio de la Cal,1,1
Oaxaca-San Antonio Huitepec,1,1
Oaxaca-San Antonio Nanahuatípam,1,1
Oaxaca-San Antonio Sinicahua,1,1
Oaxaca-San Antonio Tepetlapa,1,1
Oaxaca-San Baltazar Chichicápam,1,1
Oaxaca-San Baltazar Loxicha,1,1
Oaxaca-San Baltazar Yatzachi el Bajo,1,1
Oaxaca-San Bartolo Coyotepec,1,1
Oaxaca-San Bartolo Soyaltepec,1,1
Oaxaca-San Bartolo Yautepec,1,1
Oaxaca-San Bartolomé Ayautla,1,1
Oaxaca-San Bartolomé Loxicha,1,1
Oaxaca-San Bartolomé Quialana,1,1
Oaxaca-San Bartolomé Yucuañe,1,1
Oaxaca-San Bartolomé Zoogocho,1,1
Oaxaca-San Bernardo Mixtepec,1,1
Oaxaca-San Blas Atempa,1,1
Oaxaca-San Carlos Yautepec,1,1
Oaxaca-San Cristóbal Amatlán,1,1
Oaxaca-San Cristóbal Amoltepec,1,1
Oaxaca-San Cristóbal Lachirioag,1,1
Oaxaca-San Cristóbal Suchixtlahuaca,1,1
Oaxaca-San Dionisio del Mar,1,1
Oaxaca-San Dionisio Ocotepec,1,1
Oaxaca-San Dionisio Ocotlán,1,1
Oaxaca-San Esteban Atatlahuca,1,1
Oaxaca-San Felipe Jalapa de Díaz,1,1
Oaxaca-San Felipe Tejalápam,1,1
Oaxaca-San Felipe Usila,1,1
Oaxaca-San Francisco Cahuacuá,1,1
Oaxaca-San Francisco Cajonos,1,1
Oaxaca-San Francisco Chapulapa,1,1
Oaxaca-San Francisco Chindúa,1,1
Oaxaca-San Francisco del Mar,1,1
Oaxaca-San Francisco Huehuetlán,1,1
Oaxaca-San Francisco Ixhuatán,1,1
Oaxaca-San Francisco Jaltepetongo,1,1
Oaxaca-San Francisco Lachigoló,1,1
Oaxaca-San Francisco Logueche,1,1
Oaxaca-San Francisco Nuxaño,1,1
Oaxaca-San Francisco Ozolotepec,1,1
Oaxaca-San Francisco Sola,1,1
Oaxaca-San Francisco Telixtlahuaca,1,1
Oaxaca-San Francisco Teopan,1,1
Oaxaca-San Francisco Tlapancingo,1,1
Oaxaca-San Gabriel Mixtepec,1,1
Oaxaca-San Ildefonso Amatlán,1,1
Oaxaca-San Ildefonso Sola,1,1
Oaxaca-San Ildefonso Villa Alta,1,1
Oaxaca-San Jacinto Amilpas,1,1
Oaxaca-San Jacinto Tlacotepec,1,1
Oaxaca-San Jerónimo Coatlán,1,1
Oaxaca-San Jerónimo Silacayoapilla,1,1
Oaxaca-San Jerónimo Sosola,1,1
Oaxaca-San Jerónimo Taviche,1,1
Oaxaca-San Jerónimo Tecóatl,1,1
Oaxaca-San Jerónimo Tlacochahuaya,1,1
Oaxaca-San Jorge Nuchita,1,1
Oaxaca-San José Ayuquila,1,1
Oaxaca-San José Chiltepec,1,1
Oaxaca-San José del Peñasco,1,1
Oaxaca-San José del Progreso,1,1
Oaxaca-San José Estancia Grande,1,1
Oaxaca-San José Independencia,1,1
Oaxaca-San José Lachiguiri,1,1
Oaxaca-San José Tenango,1,1
Oaxaca-San Juan Achiutla,1,1
Oaxaca-San Juan Atepec,1,1
Oaxaca-San Juan Bautista Atatlahuca,1,1
Oaxaca-San Juan Bautista Coixtlahuaca,1,1
Oaxaca-San Juan Bautista Cuicatlán,1,1
Oaxaca-San Juan Bautista Guelache,1,1
Oaxaca-San Juan Bautista Jayacatlán,1,1
Oaxaca-San Juan Bautista Lo de Soto,1,1
Oaxaca-San Juan Bautista Suchitepec,1,1
Oaxaca-San Juan Bautista Tlachichilco,1,1
Oaxaca-San Juan Bautista Tlacoatzintepec,1,1
Oaxaca-San Juan Bautista Tuxtepec,1,1
Oaxaca-San Juan Bautista Valle Nacional,1,1
Oaxaca-San Juan Cacahuatepec,1,1
Oaxaca-San Juan Chicomezúchil,1,1
Oaxaca-San Juan Chilateca,1,1
Oaxaca-San Juan Cieneguilla,1,1
Oaxaca-San Juan Coatzóspam,1,1
Oaxaca-San Juan Colorado,1,1
Oaxaca-San Juan Comaltepec,1,1
Oaxaca-San Juan Cotzocón,1,1
Oaxaca-San Juan de los Cués,1,1
Oaxaca-San Juan del Estado,1,1
Oaxaca-San Juan del Río,1,1
Oaxaca-San Juan Diuxi,1,1
Oaxaca-San Juan Evangelista Analco,1,1
Oaxaca-San Juan Guelavía,1,1
Oaxaca-San Juan Guichicovi,1,1
Oaxaca-San Juan Ihualtepec,1,1
Oaxaca-San Juan Juquila Mixes,1,1
Oaxaca-San Juan Juquila Vijanos,1,1
Oaxaca-San Juan Lachao,1,1
Oaxaca-San Juan Lachigalla,1,1
Oaxaca-San Juan Lajarcia,1,1
Oaxaca-San Juan Lalana,1,1
Oaxaca-San Juan Mazatlán,1,1
Oaxaca-San Juan Mixtepec -Dto. 08 -,1,1
Oaxaca-San Juan Mixtepec -Dto. 26 -,1,1
Oaxaca-San Juan Ozolotepec,1,1
Oaxaca-San Juan Petlapa,1,1
Oaxaca-San Juan Quiahije,1,1
Oaxaca-San Juan Quiotepec,1,1
Oaxaca-San Juan Sayultepec,1,1
Oaxaca-San Juan Tabaá,1,1
Oaxaca-San Juan Tamazola,1,1
Oaxaca-San Juan Teita,1,1
Oaxaca-San Juan Teitipac,1,1
Oaxaca-San Juan Tepeuxila,1,1
Oaxaca-San Juan Teposcolula,1,1
Oaxaca-San Juan Yaeé,1,1
Oaxaca-San Juan Yatzona,1,1
Oaxaca-San Juan Yucuita,1,1
Oaxaca-San Juan Ñumí,1,1
Oaxaca-San Lorenzo Albarradas,1,1
Oaxaca-San Lorenzo Cacaotepec,1,1
Oaxaca-San Lorenzo Cuaunecuiltitla,1,1
Oaxaca-San Lorenzo Texmelúcan,1,1
Oaxaca-San Lorenzo Victoria,1,1
Oaxaca-San Lorenzo,1,1
Oaxaca-San Lucas Camotlán,1,1
Oaxaca-San Lucas Ojitlán,1,1
Oaxaca-San Lucas Quiaviní,1,1
Oaxaca-San Lucas Zoquiápam,1,1
Oaxaca-San Luis Amatlán,1,1
Oaxaca-San Marcial Ozolotepec,1,1
Oaxaca-San Marcos Arteaga,1,1
Oaxaca-San Martín de los Cansecos,1,1
Oaxaca-San Martín Huamelúlpam,1,1
Oaxaca-San Martín Itunyoso,1,1
Oaxaca-San Martín Lachilá,1,1
Oaxaca-San Martín Peras,1,1
Oaxaca-San Martín Tilcajete,1,1
Oaxaca-San Martín Toxpalan,1,1
Oaxaca-San Martín Zacatepec,1,1
Oaxaca-San Mateo Cajonos,1,1
Oaxaca-San Mateo del Mar,1,1
Oaxaca-San Mateo Etlatongo,1,1
Oaxaca-San Mateo Nejápam,1,1
Oaxaca-San Mateo Peñasco,1,1
Oaxaca-San Mateo Piñas,1,1
Oaxaca-San Mateo Río Hondo,1,1
Oaxaca-San Mateo Sindihui,1,1
Oaxaca-San Mateo Tlapiltepec,1,1
Oaxaca-San Mateo Yoloxochitlán,1,1
Oaxaca-San Mateo Yucutindoo,1,1
Oaxaca-San Melchor Betaza,1,1
Oaxaca-San Miguel Achiutla,1,1
Oaxaca-San Miguel Ahuehuetitlán,1,1
Oaxaca-San Miguel Aloápam,1,1
Oaxaca-San Miguel Amatitlán,1,1
Oaxaca-San Miguel Amatlán,1,1
Oaxaca-San Miguel Chicahua,1,1
Oaxaca-San Miguel Chimalapa,1,1
Oaxaca-San Miguel Coatlán,1,1
Oaxaca-San Miguel del Puerto,1,1
Oaxaca-San Miguel del Río,1,1
Oaxaca-San Miguel Ejutla,1,1
Oaxaca-San Miguel el Grande,1,1
Oaxaca-San Miguel Huautla,1,1
Oaxaca-San Miguel Mixtepec,1,1
Oaxaca-San Miguel Panixtlahuaca,1,1
Oaxaca-San Miguel Peras,1,1
Oaxaca-San Miguel Piedras,1,1
Oaxaca-San Miguel Quetzaltepec,1,1
Oaxaca-San Miguel Santa Flor,1,1
Oaxaca-San Miguel Soyaltepec,1,1
Oaxaca-San Miguel Suchixtepec,1,1
Oaxaca-San Miguel Tecomatlán,1,1
Oaxaca-San Miguel Tenango,1,1
Oaxaca-San Miguel Tequixtepec,1,1
Oaxaca-San Miguel Tilquiápam,1,1
Oaxaca-San Miguel Tlacamama,1,1
Oaxaca-San Miguel Tlacotepec,1,1
Oaxaca-San Miguel Tulancingo,1,1
Oaxaca-San Miguel Yotao,1,1
Oaxaca-San Nicolás Hidalgo,1,1
Oaxaca-San Nicolás,1,1
Oaxaca-San Pablo Coatlán,1,1
Oaxaca-San Pablo Cuatro Venados,1,1
Oaxaca-San Pablo Etla,1,1
Oaxaca-San Pablo Huitzo,1,1
Oaxaca-San Pablo Huixtepec,1,1
Oaxaca-San Pablo Macuiltianguis,1,1
Oaxaca-San Pablo Tijaltepec,1,1
Oaxaca-San Pablo Villa de Mitla,1,1
Oaxaca-San Pablo Yaganiza,1,1
Oaxaca-San Pedro Amuzgos,1,1
Oaxaca-San Pedro Apóstol,1,1
Oaxaca-San Pedro Atoyac,1,1
Oaxaca-San Pedro Cajonos,1,1
Oaxaca-San Pedro Comitancillo,1,1
Oaxaca-San Pedro Coxcaltepec Cántaros,1,1
Oaxaca-San Pedro el Alto,1,1
Oaxaca-San Pedro Huamelula,1,1
Oaxaca-San Pedro Huilotepec,1,1
Oaxaca-San Pedro Ixcatlán,1,1
Oaxaca-San Pedro Ixtlahuaca,1,1
Oaxaca-San Pedro Jaltepetongo,1,1
Oaxaca-San Pedro Jicayán,1,1
Oaxaca-San Pedro Jocotipac,1,1
Oaxaca-San Pedro Juchatengo,1,1
Oaxaca-San Pedro Mixtepec -Dto. 22 -,1,1
Oaxaca-San Pedro Mixtepec -Dto. 26 -,1,1
Oaxaca-San Pedro Molinos,1,1
Oaxaca-San Pedro Mártir Quiechapa,1,1
Oaxaca-San Pedro Mártir Yucuxaco,1,1
Oaxaca-San Pedro Mártir,1,1
Oaxaca-San Pedro Nopala,1,1
Oaxaca-San Pedro Ocopetatillo,1,1
Oaxaca-San Pedro Ocotepec,1,1
Oaxaca-San Pedro Pochutla,1,1
Oaxaca-San Pedro Quiatoni,1,1
Oaxaca-San Pedro Sochiápam,1,1
Oaxaca-San Pedro Tapanatepec,1,1
Oaxaca-San Pedro Taviche,1,1
Oaxaca-San Pedro Teozacoalco,1,1
Oaxaca-San Pedro Teutila,1,1
Oaxaca-San Pedro Tidaá,1,1
Oaxaca-San Pedro Topiltepec,1,1
Oaxaca-San Pedro Totolápam,1,1
Oaxaca-San Pedro y San Pablo Ayutla,1,1
Oaxaca-San Pedro y San Pablo Teposcolula,1,1
Oaxaca-San Pedro y San Pablo Tequixtepec,1,1
Oaxaca-San Pedro Yaneri,1,1
Oaxaca-San Pedro Yucunama,1,1
Oaxaca-San Pedro Yólox,1,1
Oaxaca-San Raymundo Jalpan,1,1
Oaxaca-San Sebastián Abasolo,1,1
Oaxaca-San Sebastián Coatlán,1,1
Oaxaca-San Sebastián Ixcapa,1,1
Oaxaca-San Sebastián Nicananduta,1,1
Oaxaca-San Sebastián Río Hondo,1,1
Oaxaca-San Sebastián Tecomaxtlahuaca,1,1
Oaxaca-San Sebastián Teitipac,1,1
Oaxaca-San Sebastián Tutla,1,1
Oaxaca-San Simón Almolongas,1,1
Oaxaca-San Simón Zahuatlán,1,1
Oaxaca-San Vicente Coatlán,1,1
Oaxaca-San Vicente Lachixío,1,1
Oaxaca-San Vicente Nuñú,1,1
Oaxaca-Santa Ana Ateixtlahuaca,1,1
Oaxaca-Santa Ana Cuauhtémoc,1,1
Oaxaca-Santa Ana del Valle,1,1
Oaxaca-Santa Ana Tavela,1,1
Oaxaca-Santa Ana Tlapacoyan,1,1
Oaxaca-Santa Ana Yareni,1,1
Oaxaca-Santa Ana Zegache,1,1
Oaxaca-Santa Ana,1,1
Oaxaca-Santa Catalina Quierí,1,1
Oaxaca-Santa Catarina Cuixtla,1,1
Oaxaca-Santa Catarina Ixtepeji,1,1
Oaxaca-Santa Catarina Juquila,1,1
Oaxaca-Santa Catarina Lachatao,1,1
Oaxaca-Santa Catarina Loxicha,1,1
Oaxaca-Santa Catarina Mechoacán,1,1
Oaxaca-Santa Catarina Minas,1,1
Oaxaca-Santa Catarina Quiané,1,1
Oaxaca-Santa Catarina Quioquitani,1,1
Oaxaca-Santa Catarina Tayata,1,1
Oaxaca-Santa Catarina Ticuá,1,1
Oaxaca-Santa Catarina Yosonotú,1,1
Oaxaca-Santa Catarina Zapoquila,1,1
Oaxaca-Santa Cruz Acatepec,1,1
Oaxaca-Santa Cruz Amilpas,1,1
Oaxaca-Santa Cruz de Bravo,1,1
Oaxaca-Santa Cruz Itundujia,1,1
Oaxaca-Santa Cruz Mixtepec,1,1
Oaxaca-Santa Cruz Nundaco,1,1
Oaxaca-Santa Cruz Papalutla,1,1
Oaxaca-Santa Cruz Tacache de Mina,1,1
Oaxaca-Santa Cruz Tacahua,1,1
Oaxaca-Santa Cruz Tayata,1,1
Oaxaca-Santa Cruz Xitla,1,1
Oaxaca-Santa Cruz Xoxocotlán,1,1
Oaxaca-Santa Cruz Zenzontepec,1,1
Oaxaca-Santa Gertrudis,1,1
Oaxaca-Santa Inés de Zaragoza,1,1
Oaxaca-Santa Inés del Monte,1,1
Oaxaca-Santa Inés Yatzeche,1,1
Oaxaca-Santa Lucía del Camino,1,1
Oaxaca-Santa Lucía Miahuatlán,1,1
Oaxaca-Santa Lucía Monteverde,1,1
Oaxaca-Santa Lucía Ocotlán,1,1
Oaxaca-Santa Magdalena Jicotlán,1,1
Oaxaca-Santa María Alotepec,1,1
Oaxaca-Santa María Apazco,1,1
Oaxaca-Santa María Atzompa,1,1
Oaxaca-Santa María Camotlán,1,1
Oaxaca-Santa María Chachoápam,1,1
Oaxaca-Santa María Chilchotla,1,1
Oaxaca-Santa María Chimalapa,1,1
Oaxaca-Santa María Colotepec,1,1
Oaxaca-Santa María Cortijo,1,1
Oaxaca-Santa María Coyotepec,1,1
Oaxaca-Santa María del Rosario,1,1
Oaxaca-Santa María del Tule,1,1
Oaxaca-Santa María Ecatepec,1,1
Oaxaca-Santa María Guelacé,1,1
Oaxaca-Santa María Guienagati,1,1
Oaxaca-Santa María Huatulco,1,1
Oaxaca-Santa María Huazolotitlán,1,1
Oaxaca-Santa María Ipalapa,1,1
Oaxaca-Santa María Ixcatlán,1,1
Oaxaca-Santa María Jacatepec,1,1
Oaxaca-Santa María Jalapa del Marqués,1,1
Oaxaca-Santa María Jaltianguis,1,1
Oaxaca-Santa María la Asunción,1,1
Oaxaca-Santa María Lachixío,1,1
Oaxaca-Santa María Mixtequilla,1,1
Oaxaca-Santa María Nativitas,1,1
Oaxaca-Santa María Nduayaco,1,1
Oaxaca-Santa María Ozolotepec,1,1
Oaxaca-Santa María Petapa,1,1
Oaxaca-Santa María Peñoles,1,1
Oaxaca-Santa María Pápalo,1,1
Oaxaca-Santa María Quiegolani,1,1
Oaxaca-Santa María Sola,1,1
Oaxaca-Santa María Tataltepec,1,1
Oaxaca-Santa María Tecomavaca,1,1
Oaxaca-Santa María Temaxcalapa,1,1
Oaxaca-Santa María Temaxcaltepec,1,1
Oaxaca-Santa María Teopoxco,1,1
Oaxaca-Santa María Tepantlali,1,1
Oaxaca-Santa María Texcatitlán,1,1
Oaxaca-Santa María Tlahuitoltepec,1,1
Oaxaca-Santa María Tlalixtac,1,1
Oaxaca-Santa María Tonameca,1,1
Oaxaca-Santa María Totolapilla,1,1
Oaxaca-Santa María Xadani,1,1
Oaxaca-Santa María Yalina,1,1
Oaxaca-Santa María Yavesía,1,1
Oaxaca-Santa María Yolotepec,1,1
Oaxaca-Santa María Yosoyúa,1,1
Oaxaca-Santa María Yucuhiti,1,1
Oaxaca-Santa María Zacatepec,1,1
Oaxaca-Santa María Zaniza,1,1
Oaxaca-Santa María Zoquitlán,1,1
Oaxaca-Santiago Amoltepec,1,1
Oaxaca-Santiago Apoala,1,1
Oaxaca-Santiago Apóstol,1,1
Oaxaca-Santiago Astata,1,1
Oaxaca-Santiago Atitlán,1,1
Oaxaca-Santiago Ayuquililla,1,1
Oaxaca-Santiago Cacaloxtepec,1,1
Oaxaca-Santiago Camotlán,1,1
Oaxaca-Santiago Chazumba,1,1
Oaxaca-Santiago Choápam,1,1
Oaxaca-Santiago Comaltepec,1,1
Oaxaca-Santiago del Río,1,1
Oaxaca-Santiago Huajolotitlán,1,1
Oaxaca-Santiago Huauclilla,1,1
Oaxaca-Santiago Ihuitlán Plumas,1,1
